,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
627,She reviewed the scientific papers and journals.,Prosodic Breaks,Modifier Scope,Editing and Proofreading,20927,2,She reviewed the *scientific* papers and journals.,Scientific refers to both papers and journals. (broad scope),Sie überprüfte die wissenschaftlichen Aufsätze und Zeitschriften.,data/prosodic_breaks/wavs/20927/20927_1_2.wav,She reviewed the *scientific* papers <pause> and *journals*.,Scientific refers only to papers. (narrow scope),Sie überprüfte die wissenschaftlichen Aufsätze und die Zeitschriften.,data/prosodic_breaks/wavs/20927/20927_2_2.wav
628,They checked the unclear charts and tables.,Prosodic Breaks,Modifier Scope,Editing and Proofreading,20929,2,They checked the *unclear* charts and tables.,Unclear refers to both charts and tables. (broad scope),Sie überprüften die unklaren Diagramme und Tabellen.,data/prosodic_breaks/wavs/20929/20929_1_0.wav,They checked the *unclear* charts <pause> and *tables*.,Unclear refers only to charts. (narrow scope),Sie überprüften die unklaren Diagramme und die Tabellen.,data/prosodic_breaks/wavs/20929/20929_2_5.wav
629,The reviewer noted the important figures and graphs.,Prosodic Breaks,Modifier Scope,Editing and Proofreading,20930,2,The reviewer noted the *important* figures and graphs.,Important refers to both figures and graphs. (broad scope),Der Gutachter notierte die entscheidenden Zahlen und Grafiken.,data/prosodic_breaks/wavs/20930/20930_1_5.wav,The reviewer noted the *important* figures <pause> and *graphs*.,Important refers only to figures. (narrow scope),Der Gutachter notierte die wichtigen Zahlen sowie Grafiken.,data/prosodic_breaks/wavs/20930/20930_2_2.wav
630,We need to clarify the ambiguous sentences and paragraphs.,Prosodic Breaks,Modifier Scope,Editing and Proofreading,20931,1,We need to clarify the *ambiguous* sentences and paragraphs.,Ambiguous refers to both sentences and paragraphs. (broad scope),Wir müssen die unklaren Sätze und Absätze klären.,data/prosodic_breaks/wavs/20931/20931_1_1.wav,We need to clarify the *ambiguous* sentences <pause> and *paragraphs*.,Ambiguous refers only to sentences. (narrow scope),Wir müssen die unklaren Sätze und die Absätze klären.,data/prosodic_breaks/wavs/20931/20931_2_4.wav
631,The team verified the quoted sources and statistics.,Prosodic Breaks,Modifier Scope,Editing and Proofreading,20934,2,The team verified the *quoted* sources and statistics.,Quoted refers to both sources and statistics. (broad scope),Das Team überprüfte die zitierten Quellen und Statistiken genau.,data/prosodic_breaks/wavs/20934/20934_1_4.wav,The team verified the *quoted* sources <pause> and *statistics*.,Quoted refers only to sources. (narrow scope),Das Team überprüfte die zitierten Quellen und auch die Statistiken.,data/prosodic_breaks/wavs/20934/20934_2_2.wav
632,The publisher updated the outdated footnotes and references.,Prosodic Breaks,Modifier Scope,Editing and Proofreading,20935,2,The publisher updated the *outdated* footnotes and references.,Outdated refers to both footnotes and references. (broad scope),Der Verlag hat die veralteten Fußnoten und Referenzen aktualisiert.,data/prosodic_breaks/wavs/20935/20935_1_3.wav,The publisher updated the *outdated* footnotes <pause> and *references*.,Outdated refers only to footnotes. (narrow scope),Der Verlag hat die veralteten Fußnoten aktualisiert und die Referenzen überarbeitet.,data/prosodic_breaks/wavs/20935/20935_2_2.wav
633,We saw significant changes in sales trends and projections.,Prosodic Breaks,Modifier Scope,Business Reports,20936,1,We saw *significant* changes in sales trends and projections.,Significant refers to both sales trends and projections. (broad scope),Wir haben wesentliche Veränderungen in den Umsatztrends und Prognosen gesehen.,data/prosodic_breaks/wavs/20936/20936_1_4.wav,We saw *significant* changes in sales trends <pause> and *projections*.,Significant refers only to sales trends. (narrow scope),Wir haben bedeutende Veränderungen in den Umsatztrends und Prognosen gesehen.,data/prosodic_breaks/wavs/20936/20936_2_5.wav
634,They must follow strict guidelines and procedures.,Prosodic Breaks,Modifier Scope,Business Reports,20938,2,They must follow *strict* guidelines and procedures.,Strict refers to both guidelines and procedures. (broad scope),Sie müssen strikte Richtlinien und Verfahren einhalten.,data/prosodic_breaks/wavs/20938/20938_1_2.wav,They must follow *strict* guidelines <pause> and *procedures*.,Strict refers only to guidelines. (narrow scope),Sie müssen strikte Richtlinien und strikte Verfahren einhalten.,data/prosodic_breaks/wavs/20938/20938_2_5.wav
635,The new policy affects senior managers and executives.,Prosodic Breaks,Modifier Scope,Business Reports,20939,2,The new policy affects *senior* managers and executives.,Senior refers to both managers and executives. (broad scope),Die neue Richtlinie betrifft leitende Führungskräfte und leitende Angestellte.,data/prosodic_breaks/wavs/20939/20939_1_2.wav,The new policy affects *senior* managers <pause> and *executives*.,Senior refers only to managers. (narrow scope),Die neue Richtlinie betrifft leitende Führungskräfte und Angestellte in Führungspositionen.,data/prosodic_breaks/wavs/20939/20939_2_1.wav
636,The team handled critical issues and tasks.,Prosodic Breaks,Modifier Scope,Business Reports,20943,1,The team handled *critical* issues and tasks.,Critical refers to both issues and tasks. (broad scope),Die Mannschaft hat kritische Probleme und Aufgaben bewältigt.,data/prosodic_breaks/wavs/20943/20943_1_0.wav,The team handled *critical* issues <pause> and *tasks*.,Critical refers only to issues. (narrow scope),Die Mannschaft hat kritische Probleme bewältigt und Aufgaben erledigt.,data/prosodic_breaks/wavs/20943/20943_2_3.wav
638,He received official notifications and warnings.,Prosodic Breaks,Modifier Scope,Business Reports,20945,2,He received *official* notifications and warnings.,Official refers to both notifications and warnings. (broad scope),Er erhielt offizielle Benachrichtigungen und Warnungen,data/prosodic_breaks/wavs/20945/20945_1_3.wav,He received *official* notifications <pause> and *warnings*.,Official refers only to notifications. (narrow scope),Er erhielt offizielle Benachrichtigungen und offizielle Warnungen,data/prosodic_breaks/wavs/20945/20945_2_2.wav
639,The team developed practical solutions and guidelines.,Prosodic Breaks,Modifier Scope,Grant Proposals,20950,1,The team developed *practical* solutions and guidelines.,Practical refers to both solutions and guidelines. (broad scope),Die Mannschaft entwickelte praxisnahe Lösungen und praxisnahe Leitlinien.,data/prosodic_breaks/wavs/20950/20950_1_2.wav,The team developed *practical* solutions <pause> and *guidelines*.,Practical refers only to solutions. (narrow scope),Die Mannschaft entwickelte praxisnahe Lösungen und Leitlinien.,data/prosodic_breaks/wavs/20950/20950_2_1.wav
640,They propose advanced models and simulations.,Prosodic Breaks,Modifier Scope,Grant Proposals,20951,2,They propose *advanced* models and simulations.,Advanced refers to both models and simulations. (broad scope),Sie schlagen fortschrittliche Modelle und Simulationen vor.,data/prosodic_breaks/wavs/20951/20951_1_4.wav,They propose *advanced* models <pause> and *simulations*.,Advanced refers only to models. (narrow scope),Sie schlagen fortschrittliche Modelle sowie Simulationen vor.,data/prosodic_breaks/wavs/20951/20951_2_3.wav
641,The proposal includes detailed protocols and procedures.,Prosodic Breaks,Modifier Scope,Grant Proposals,20952,2,The proposal includes *detailed* protocols and procedures.,Detailed refers to both protocols and procedures. (broad scope),Die Vorschläge beinhalten detaillierte Protokolle und Verfahren.,data/prosodic_breaks/wavs/20952/20952_1_3.wav,The proposal includes *detailed* protocols <pause> and *procedures*.,Detailed refers only to protocols. (narrow scope),Der Vorschlag beinhaltet detaillierte Protokolle und auch Verfahren.,data/prosodic_breaks/wavs/20952/20952_2_5.wav
642,The report includes revised policies and procedures.,Prosodic Breaks,Modifier Scope,Policy Documents,20958,2,The report includes *revised* policies and procedures.,Revised refers to both policies and procedures. (broad scope),"Die Übersetzung lautet:

Der Bericht enthält überarbeitete Richtlinien und Verfahren.",data/prosodic_breaks/wavs/20958/20958_1_3.wav,The report includes *revised* policies <pause> and *procedures*.,Revised refers only to policies. (narrow scope),Der Bericht enthält überarbeitete Richtlinien und überarbeitete Verfahren.,data/prosodic_breaks/wavs/20958/20958_2_2.wav
643,They propose new regulations and standards.,Prosodic Breaks,Modifier Scope,Policy Documents,20960,2,They propose *new* regulations and standards.,New refers to both regulations and standards. (broad scope),Sie schlagen neue Vorschriften und neue Standards vor.,data/prosodic_breaks/wavs/20960/20960_1_3.wav,They propose *new* regulations <pause> and *standards*.,New refers only to regulations. (narrow scope),Sie schlagen neue Vorschriften und Standards vor.,data/prosodic_breaks/wavs/20960/20960_2_2.wav
644,They will audit financial reports and statements.,Prosodic Breaks,Modifier Scope,Policy Documents,20962,2,They will audit *financial* reports and statements.,Financial refers to both reports and statements. (broad scope),Sie werden finanzielle Berichte und Abschlüsse prüfen.,data/prosodic_breaks/wavs/20962/20962_1_3.wav,They will audit *financial* reports <pause> and *statements*.,Financial refers only to reports. (narrow scope),Sie werden Finanzberichte und Abschlüsse prüfen.,data/prosodic_breaks/wavs/20962/20962_2_2.wav
645,We need comprehensive policies and procedures.,Prosodic Breaks,Modifier Scope,Policy Documents,20963,2,We need *comprehensive* policies and procedures.,Comprehensive refers to both policies and procedures. (broad scope),Wir brauchen umfassende Richtlinien und Verfahren.,data/prosodic_breaks/wavs/20963/20963_1_3.wav,We need *comprehensive* policies <pause> and *procedures*.,Comprehensive refers only to policies. (narrow scope),Wir brauchen umfassende Richtlinien und umfassende Verfahren.,data/prosodic_breaks/wavs/20963/20963_2_2.wav
646,They are reviewing employee benefits and compensations.,Prosodic Breaks,Modifier Scope,Policy Documents,20965,2,They are reviewing *employee* benefits and compensations.,Employee refers to both benefits and compensations. (broad scope),Sie überprüfen Leistungen und Vergütungen für Mitarbeiter.,data/prosodic_breaks/wavs/20965/20965_1_3.wav,They are reviewing *employee* benefits <pause> and *compensations*.,Employee refers only to benefits. (narrow scope),Sie überprüfen Leistungen für Mitarbeiter und Vergütungen.,data/prosodic_breaks/wavs/20965/20965_2_5.wav
647,Researchers found ancient ruins and inscriptions.,Prosodic Breaks,Modifier Scope,Historical Writing,20970,2,Researchers found *ancient* ruins and inscriptions.,Ancient refers to both ruins and inscriptions. (broad scope),Forscher haben antike Ruinen und Inschriften gefunden.,data/prosodic_breaks/wavs/20970/20970_1_1.wav,Researchers found *ancient* ruins <pause> and *inscriptions*.,Ancient refers only to ruins. (narrow scope),Forscher haben antike Ruinen und auch Inschriften gefunden.,data/prosodic_breaks/wavs/20970/20970_2_2.wav
648,The study focused on pediatric cases and adults.,Prosodic Breaks,Modifier Scope,Medical Writing,20977,2,The study focused on *pediatric* cases and adults.,Pediatric refers to both cases and adults. (broad scope),Das Studium konzentrierte sich auf pädiatrische Fälle und zusätzlich auf Erwachsene.,data/prosodic_breaks/wavs/20977/20977_1_2.wav,The study focused on *pediatric* cases <pause> and *adults*.,Pediatric refers only to cases. (narrow scope),Das Studium konzentrierte sich auf pädiatrische Fälle und Erwachsene.,data/prosodic_breaks/wavs/20977/20977_2_2.wav
649,This diet is effective for hypertensive patients and individuals.,Prosodic Breaks,Modifier Scope,Medical Writing,20978,2,This diet is effective for *hypertensive* patients and individuals.,Hypertensive refers to both patients and individuals. (broad scope),Diese Diät ist wirksam für hypertensive Patienten sowie Individuen.,data/prosodic_breaks/wavs/20978/20978_1_4.wav,This diet is effective for *hypertensive* patients <pause> and *individuals*.,Hypertensive refers only to patients. (narrow scope),Diese Diät ist wirksam für hypertensive Patienten und Individuen.,data/prosodic_breaks/wavs/20978/20978_2_2.wav
650,We analyzed respiratory diseases in young males and females.,Prosodic Breaks,Modifier Scope,Medical Writing,20981,2,We analyzed *respiratory* diseases in young males and females.,Respiratory refers to diseases in both young males and females. (broad scope),Wir haben Atemwegserkrankungen bei jungen Männern und Frauen analysiert.,data/prosodic_breaks/wavs/20981/20981_1_3.wav,We analyzed *respiratory* diseases in young males <pause> and *females*.,Respiratory refers to diseases in young males only. (narrow scope),Wir haben Atemwegserkrankungen bei jungen Männern sowie bei Frauen analysiert.,data/prosodic_breaks/wavs/20981/20981_2_0.wav
651,The guidelines are essential for overweight teenagers and adults.,Prosodic Breaks,Modifier Scope,Medical Writing,20982,2,The guidelines are essential for *overweight* teenagers and adults.,Overweight refers to both teenagers and adults. (broad scope),Die Richtlinien sind besonders wichtig für übergewichtige Teenager und Erwachsene.,data/prosodic_breaks/wavs/20982/20982_1_3.wav,The guidelines are essential for *overweight* teenagers <pause> and *adults*.,Overweight refers only to teenagers. (narrow scope),Die Richtlinien sind wichtig für übergewichtige Teenager und Erwachsene.,data/prosodic_breaks/wavs/20982/20982_2_2.wav
652,Doctors recommend these vaccines for elderly people and infants.,Prosodic Breaks,Modifier Scope,Medical Writing,20983,2,Doctors recommend these vaccines for *elderly* people and infants.,Elderly refers to both people and infants. (broad scope),Ärzte empfehlen diese Impfstoffe für ältere Menschen und Säuglinge.,data/prosodic_breaks/wavs/20983/20983_1_4.wav,Doctors recommend these vaccines for *elderly* people <pause> and *infants*.,Elderly refers only to people. (narrow scope),Ärzte empfehlen diese Impfstoffe für ältere Menschen sowie für Säuglinge.,data/prosodic_breaks/wavs/20983/20983_2_3.wav
653,The side effects are concerning for allergic children and adults.,Prosodic Breaks,Modifier Scope,Medical Writing,20984,2,The side effects are concerning for *allergic* children and adults.,Allergic refers to both children and adults. (broad scope),Die Nebenwirkungen sind für allergische Kinder und Erwachsene besorgniserregend.,data/prosodic_breaks/wavs/20984/20984_1_4.wav,The side effects are concerning for *allergic* children <pause> and *adults*.,Allergic refers only to children. (narrow scope),Die Nebenwirkungen sind besorgniserregend für allergische Kinder und Erwachsene.,data/prosodic_breaks/wavs/20984/20984_2_0.wav
654,The program includes chronic smokers and drinkers.,Prosodic Breaks,Modifier Scope,Medical Writing,20985,2,The program includes *chronic* smokers and drinkers.,Chronic refers to both smokers and drinkers. (broad scope),Das Programm umfasst chronische Raucher und Trinker.,data/prosodic_breaks/wavs/20985/20985_1_0.wav,The program includes *chronic* smokers <pause> and *drinkers*.,Chronic refers only to smokers. (narrow scope),Das Programm umfasst chronische Raucher und auch Trinker.,data/prosodic_breaks/wavs/20985/20985_2_3.wav
656,Officials discussed urgent cases and responses.,Prosodic Breaks,Modifier Scope,Government Reports,20992,2,Officials discussed *urgent* cases and responses.,Urgent refers to both cases and responses. (broad scope),Beamte diskutierten dringliche Fälle und dringliche Reaktionen.,data/prosodic_breaks/wavs/20992/20992_1_3.wav,Officials discussed *urgent* cases <pause> and *responses*.,Urgent refers only to cases. (narrow scope),Beamte diskutierten dringliche Fälle und Reaktionen.,data/prosodic_breaks/wavs/20992/20992_2_0.wav
658,Install new drivers and updates.,Prosodic Breaks,Modifier Scope,User Manuals,21000,2,Install *new* drivers and updates.,New refers to both drivers and updates. (broad scope),Installieren Sie neue Treiber und Updates.,data/prosodic_breaks/wavs/21000/21000_1_0.wav,Install *new* drivers <pause> and *updates*.,New refers only to drivers. (narrow scope),"Installieren Sie neue Treiber, und Updates.",data/prosodic_breaks/wavs/21000/21000_2_2.wav
659,Check the worn-out gears and chains.,Prosodic Breaks,Modifier Scope,User Manuals,21003,1,Check the *worn-out* gears and chains.,Worn-out refers to both gears and chains. (broad scope),Überprüfe die abgenutzten Zahnräder und Ketten.,data/prosodic_breaks/wavs/21003/21003_1_5.wav,Check the *worn-out* gears <pause> and *chains*.,Worn-out refers only to gears. (narrow scope),Überprüfe die abgenutzten Zahnräder und die Ketten.,data/prosodic_breaks/wavs/21003/21003_2_5.wav
660,Clean the clogged nozzles and hoses.,Prosodic Breaks,Modifier Scope,User Manuals,21005,2,Clean the *clogged* nozzles and hoses.,Clogged refers to both nozzles and hoses. (broad scope),Reinigen Sie die verstopften Düsen und Schläuche.,data/prosodic_breaks/wavs/21005/21005_1_3.wav,Clean the *clogged* nozzles <pause> and *hoses*.,Clogged refers only to nozzles. (narrow scope),Reinigen Sie die verstopften Düsen und die Schläuche.,data/prosodic_breaks/wavs/21005/21005_2_3.wav
661,Our company offers new solutions and services.,Prosodic Breaks,Modifier Scope,Marketing Copy,21006,2,Our company offers *new* solutions and services.,New refers to both solutions and services. (broad scope),Unsere Firma bietet neue Lösungen und neue Dienstleistungen an.,data/prosodic_breaks/wavs/21006/21006_1_3.wav,Our company offers *new* solutions <pause> and *services*.,New refers only to solutions. (narrow scope),Unsere Firma bietet neue Lösungen und Dienstleistungen an.,data/prosodic_breaks/wavs/21006/21006_2_3.wav
662,We provide affordable products and accessories.,Prosodic Breaks,Modifier Scope,Marketing Copy,21007,2,We provide *affordable* products and accessories.,Affordable refers to both products and accessories. (broad scope),Wir bieten erschwingliche Produkte und Zubehör an.,data/prosodic_breaks/wavs/21007/21007_1_4.wav,We provide *affordable* products <pause> and *accessories*.,Affordable refers only to products. (narrow scope),Wir bieten günstige Produkte und günstiges Zubehör an.,data/prosodic_breaks/wavs/21007/21007_2_3.wav
663,This package includes easy-to-use tools and manuals.,Prosodic Breaks,Modifier Scope,Marketing Copy,21008,2,This package includes *easy-to-use* tools and manuals.,Easy-to-use refers to both tools and manuals. (broad scope),Dieses Paket enthält benutzerfreundliche Werkzeuge und benutzerfreundliche Handbücher.,data/prosodic_breaks/wavs/21008/21008_1_4.wav,This package includes *easy-to-use* tools <pause> and *manuals*.,Easy-to-use refers only to tools. (narrow scope),Dieses Paket enthält benutzerfreundliche Werkzeuge und Handbücher.,data/prosodic_breaks/wavs/21008/21008_2_0.wav
664,They launched specialized programs and apps.,Prosodic Breaks,Modifier Scope,Marketing Copy,21009,1,They launched *specialized* programs and apps.,Specialized refers to both programs and apps. (broad scope),Sie haben spezialisierte Programme und Apps herausgebracht.,data/prosodic_breaks/wavs/21009/21009_1_1.wav,They launched *specialized* programs <pause> and *apps*.,Specialized refers only to programs. (narrow scope),Sie haben spezialisierte Programme und zusätzlich Apps herausgebracht.,data/prosodic_breaks/wavs/21009/21009_2_0.wav
665,The journalist interviewed experienced editors and reporters.,Prosodic Breaks,Modifier Scope,News Reporting,21016,2,The journalist interviewed *experienced* editors and reporters.,Experienced refers to both editors and reporters. (broad scope),Die Journalistin interviewte erfahrene Redakteure und Reporter.,data/prosodic_breaks/wavs/21016/21016_1_3.wav,The journalist interviewed *experienced* editors <pause> and *reporters*.,Experienced refers only to editors. (narrow scope),Die Journalistin interviewte erfahrene Redakteure und erfahrene Reporter.,data/prosodic_breaks/wavs/21016/21016_2_3.wav
667,The press conference attracted prominent politicians and analysts.,Prosodic Breaks,Modifier Scope,News Reporting,21018,2,The press conference attracted *prominent* politicians and analysts.,Prominent refers to both politicians and analysts. (broad scope),Die Pressekonferenz zog prominente Politiker und prominente Analysten an.,data/prosodic_breaks/wavs/21018/21018_1_2.wav,The press conference attracted *prominent* politicians <pause> and *analysts*.,Prominent refers only to politicians. (narrow scope),Die Pressekonferenz zog prominente Politiker und auch Analysten an.,data/prosodic_breaks/wavs/21018/21018_2_5.wav
668,They published articles written by renowned professors and researchers.,Prosodic Breaks,Modifier Scope,News Reporting,21019,2,They published articles written by *renowned* professors and researchers.,Renowned refers to both professors and researchers. (broad scope),"Sie veröffentlichten Artikel, die von renommierten Professoren und Forschern geschrieben wurden.",data/prosodic_breaks/wavs/21019/21019_1_3.wav,They published articles written by *renowned* professors <pause> and *researchers*.,Renowned refers only to professors. (narrow scope),"Sie veröffentlichten Artikel, die von renommierten Professoren und von Forschern geschrieben wurden.",data/prosodic_breaks/wavs/21019/21019_2_2.wav
670,The documentary featured insights from seasoned directors and producers.,Prosodic Breaks,Modifier Scope,News Reporting,21022,2,The documentary featured insights from *seasoned* directors and producers.,Seasoned refers to both directors and producers. (broad scope),Die Dokumentation zeigte Einblicke von erfahrenen Regisseuren und Produzenten.,data/prosodic_breaks/wavs/21022/21022_1_3.wav,The documentary featured insights from *seasoned* directors <pause> and *producers*.,Seasoned refers only to directors. (narrow scope),Die Dokumentation zeigte Einblicke von erfahrenen Regisseuren und erfahrenen Produzenten.,data/prosodic_breaks/wavs/21022/21022_2_2.wav
671,He attended meetings with high-ranking generals and diplomats.,Prosodic Breaks,Modifier Scope,News Reporting,21023,2,He attended meetings with *high-ranking* generals and diplomats.,High-ranking refers to both generals and diplomats. (broad scope),Er nahm an Treffen mit hochrangigen Generälen und Diplomaten teil.,data/prosodic_breaks/wavs/21023/21023_1_5.wav,He attended meetings with *high-ranking* generals <pause> and *diplomats*.,High-ranking refers only to generals. (narrow scope),Er nahm an Treffen mit hochrangigen Generälen und bedeutenden Diplomaten teil.,data/prosodic_breaks/wavs/21023/21023_2_5.wav
672,The speech resonated with young activists and students.,Prosodic Breaks,Modifier Scope,News Reporting,21024,2,The speech resonated with *young* activists and students.,Young refers to both activists and students. (broad scope),Der Vortrag fand bei jungen Aktivisten und Studenten Anklang.,data/prosodic_breaks/wavs/21024/21024_1_3.wav,The speech resonated with *young* activists <pause> and *students*.,Young refers only to activists. (narrow scope),Der Vortrag fand bei jungen Aktivisten und auch bei Studenten Anklang.,data/prosodic_breaks/wavs/21024/21024_2_3.wav
673,The speaker addressed enthusiastic students and teachers.,Prosodic Breaks,Modifier Scope,Speech Writing,21026,2,The speaker addressed *enthusiastic* students and teachers.,Enthusiastic refers to both students and teachers. (broad scope),Die Sprecherin sprach begeisterte Schüler und begeisterte Lehrer an.,data/prosodic_breaks/wavs/21026/21026_1_3.wav,The speaker addressed *enthusiastic* students <pause> and *teachers*.,Enthusiastic refers only to students. (narrow scope),Die Sprecherin sprach begeisterte Schüler und Lehrer an.,data/prosodic_breaks/wavs/21026/21026_2_2.wav
675,The leader spoke to motivated employees and interns.,Prosodic Breaks,Modifier Scope,Speech Writing,21028,1,The leader spoke to *motivated* employees and interns.,Motivated refers to both employees and interns. (broad scope),Der Leiter sprach zu motivierten Mitarbeitenden und Praktikanten.,data/prosodic_breaks/wavs/21028/21028_1_3.wav,The leader spoke to *motivated* employees <pause> and *interns*.,Motivated refers only to employees. (narrow scope),Der Leiter sprach zu motivierten Mitarbeitenden sowie Praktikanten.,data/prosodic_breaks/wavs/21028/21028_2_3.wav
676,The coach praised skilled players and coaches.,Prosodic Breaks,Modifier Scope,Speech Writing,21030,2,The coach praised *skilled* players and coaches.,Skilled refers to both players and coaches. (broad scope),Die Trainerin hat die geschickten Spieler und Trainer gelobt.,data/prosodic_breaks/wavs/21030/21030_1_4.wav,The coach praised *skilled* players <pause> and *coaches*.,Skilled refers only to players. (narrow scope),Die Trainerin hat die geschickten Spieler gelobt und die Trainer.,data/prosodic_breaks/wavs/21030/21030_2_1.wav
677,The director appreciate dedicated actors and crew members.,Prosodic Breaks,Modifier Scope,Speech Writing,21031,1,The director appreciate *dedicated* actors and crew members.,Dedicated refers to both actors and crew members. (broad scope),Der Regisseur schätzt engagierte Schauspieler und Crewmitglieder.,data/prosodic_breaks/wavs/21031/21031_1_4.wav,The director appreciate *dedicated* actors <pause> and *crew MEMBERS*.,Dedicated refers only to actors. (narrow scope),Der Regisseur schätzt engagierte Schauspieler und ebenso Crewmitglieder.,data/prosodic_breaks/wavs/21031/21031_2_2.wav
678,The journalist interviewed prominent politicians and activists.,Prosodic Breaks,Modifier Scope,Speech Writing,21034,2,The journalist interviewed *prominent* politicians and activists.,Prominent refers to both politicians and activists. (broad scope),Der Journalist interviewte bedeutende Politiker und Aktivisten.,data/prosodic_breaks/wavs/21034/21034_1_3.wav,The journalist interviewed *prominent* politicians <pause> and *activists*.,Prominent refers only to politicians. (narrow scope),Der Journalist interviewte prominente Politiker und außerdem Aktivisten.,data/prosodic_breaks/wavs/21034/21034_2_3.wav
679,I prefer spicy noodles and soups.,Prosodic Breaks,Modifier Scope,Product Descriptions,21036,2,I prefer *spicy* noodles and soups.,Spicy refers to both noodles and soups. (broad scope),Ich bevorzuge scharfe Nudeln und Suppen.,data/prosodic_breaks/wavs/21036/21036_1_4.wav,I prefer *spicy* noodles <pause> and *soups*.,Spicy refers only to noodles. (narrow scope),Ich bevorzuge scharfe Nudeln und auch Suppen.,data/prosodic_breaks/wavs/21036/21036_2_0.wav
680,She loves colorful dresses and scarves.,Prosodic Breaks,Modifier Scope,Product Descriptions,21037,2,She loves *colorful* dresses and scarves.,Colorful refers to both dresses and scarves. (broad scope),Sie liebt bunte Kleider und bunte Schals.,data/prosodic_breaks/wavs/21037/21037_1_0.wav,She loves *colorful* dresses <pause> and *scarves*.,Colorful refers only to dresses. (narrow scope),Sie liebt bunte Kleider und Schals.,data/prosodic_breaks/wavs/21037/21037_2_3.wav
681,He collects rare books and stamps.,Prosodic Breaks,Modifier Scope,Product Descriptions,21038,2,He collects *rare* books and stamps.,Rare refers to both books and stamps. (broad scope),Er sammelt seltene Bücher und seltene Briefmarken.,data/prosodic_breaks/wavs/21038/21038_1_2.wav,He collects *rare* books <pause> and *stamps*.,Rare refers only to books. (narrow scope),Er sammelt seltene Bücher und Briefmarken.,data/prosodic_breaks/wavs/21038/21038_2_0.wav
682,I bought fresh apples and oranges.,Prosodic Breaks,Modifier Scope,Product Descriptions,21040,2,I bought *fresh* apples and oranges.,Fresh refers to both apples and oranges. (broad scope),Ich habe frische Äpfel und Orangen gekauft,data/prosodic_breaks/wavs/21040/21040_1_2.wav,I bought *fresh* apples <pause> and *oranges*.,Fresh refers only to apples. (narrow scope),Ich habe frische Äpfel und Orangen dazu gekauft,data/prosodic_breaks/wavs/21040/21040_2_2.wav
683,They offer organic fruits and vegetables.,Prosodic Breaks,Modifier Scope,Product Descriptions,21042,2,They offer *organic* fruits and vegetables.,Organic refers to both fruits and vegetables. (broad scope),Sie bieten Bio-Obst und Gemüse an.,data/prosodic_breaks/wavs/21042/21042_1_5.wav,They offer *organic* fruits <pause> and *vegetables*.,Organic refers only to fruits. (narrow scope),Sie bieten biologisches Obst und Gemüse an.,data/prosodic_breaks/wavs/21042/21042_2_3.wav
685,This shop sells vintage shoes and hats.,Prosodic Breaks,Modifier Scope,Product Descriptions,21045,2,This shop sells *vintage* shoes and hats.,Vintage refers to both shoes and hats. (broad scope),Dieser Laden verkauft Vintage-Schuhe und -Hüte.,data/prosodic_breaks/wavs/21045/21045_1_4.wav,This shop sells *vintage* shoes <pause> and *hats*.,Vintage refers only to shoes. (narrow scope),Dieser Laden verkauft Vintage-Schuhe und Hüte.,data/prosodic_breaks/wavs/21045/21045_2_2.wav
686,Delivery takes five to seven days,Intonation,,Customer Service,50001,1,Delivery takes five to seven days.,Informing the customer of the delivery timeframe.,Die Lieferung dauert fünf bis sieben Tage.,data/intonation/wavs/50001/50001_1_4.wav,Delivery takes five to seven days?,Asking for confirmation about the delivery timeframe.,Dauert die Lieferung fünf bis sieben Tage?,data/intonation/wavs/50001/50001_2_4.wav
687,You need the receipt for a refund,Intonation,,Customer Service,50002,2,You need the receipt for a refund.,Stating the policy regarding refunds.,Sie benötigen die Quittung für eine Rückerstattung.,data/intonation/wavs/50002/50002_1_0.wav,You need the receipt for a refund?,Confirming if the receipt is required for a refund.,Braucht man die Quittung für eine Rückerstattung?,data/intonation/wavs/50002/50002_2_4.wav
688,Your order will ship tomorrow,Intonation,,Customer Service,50006,1,Your order will ship tomorrow.,Providing information about the shipping date.,Ihre Bestellung wird morgen versendet.,data/intonation/wavs/50006/50006_1_0.wav,Your order will ship tomorrow?,Asking for confirmation about the shipping date.,Wird Ihre Bestellung morgen versendet?,data/intonation/wavs/50006/50006_2_4.wav
689,You can pay with a credit card,Intonation,,Customer Service,50007,2,You can pay with a credit card.,Informing about the accepted payment methods.,Du kannst mit einer Kreditkarte bezahlen.,data/intonation/wavs/50007/50007_1_0.wav,You can pay with a credit card?,Confirming if paying with a credit card is acceptable.,Kannst du mit einer Kreditkarte bezahlen?,data/intonation/wavs/50007/50007_2_0.wav
690,The product comes with a user manual,Intonation,,Customer Service,50013,1,The product comes with a user manual.,Informing the customer that the product includes a user manual.,Das Produkt wird mit einer Bedienungsanleitung geliefert.,data/intonation/wavs/50013/50013_1_1.wav,The product comes with a user manual?,Asking if the product includes a user manual.,Wird das Produkt mit einer Bedienungsanleitung geliefert?,data/intonation/wavs/50013/50013_2_4.wav
