,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
639,The guidelines include clear instructions and requirements.,Prosodic Breaks,Modifier Scope,Policy Documents,20964,2,The guidelines include *clear* instructions and requirements.,Clear refers to both instructions and requirements. (broad scope),Las directrices incluyen instrucciones claras y requisitos claros.,data/prosodic_breaks/wavs/20964/20964_1_3.wav,The guidelines include *clear* instructions <pause> and *requirements*.,Clear refers only to instructions. (narrow scope),Las directrices incluyen instrucciones claras y requisitos.,data/prosodic_breaks/wavs/20964/20964_2_0.wav
640,They are reviewing employee benefits and compensations.,Prosodic Breaks,Modifier Scope,Policy Documents,20965,2,They are reviewing *employee* benefits and compensations.,Employee refers to both benefits and compensations. (broad scope),Ellos están revisando los beneficios y las compensaciones de los empleados.,data/prosodic_breaks/wavs/20965/20965_1_3.wav,They are reviewing *employee* benefits <pause> and *compensations*.,Employee refers only to benefits. (narrow scope),Ellos están revisando los beneficios de los empleados y las compensaciones.,data/prosodic_breaks/wavs/20965/20965_2_5.wav
641,They studied medieval texts and manuscripts.,Prosodic Breaks,Modifier Scope,Historical Writing,20967,2,They studied *medieval* texts and manuscripts.,Medieval refers to both texts and manuscripts. (broad scope),Ellos estudiaron textos y manuscritos medievales.,data/prosodic_breaks/wavs/20967/20967_1_4.wav,They studied *medieval* texts <pause> and *manuscripts*.,Medieval refers only to texts. (narrow scope),Ellos estudiaron textos medievales y manuscritos.,data/prosodic_breaks/wavs/20967/20967_2_2.wav
642,She studied Renaissance paintings and sculptures.,Prosodic Breaks,Modifier Scope,Historical Writing,20972,2,She studied *renaissance* paintings and sculptures.,Renaissance refers to both paintings and sculptures. (broad scope),Ella estudió pinturas y esculturas del Renacimiento.,data/prosodic_breaks/wavs/20972/20972_1_3.wav,She studied *renaissance* paintings <pause> and *sculptures*.,Renaissance refers only to paintings. (narrow scope),Ella estudió pinturas renacentistas y esculturas.,data/prosodic_breaks/wavs/20972/20972_2_3.wav
643,They reviewed ancient laws and decrees.,Prosodic Breaks,Modifier Scope,Historical Writing,20973,2,They reviewed *ancient* laws and decrees.,Ancient refers to both laws and decrees. (broad scope),Revisaron leyes y decretos antiguos.,data/prosodic_breaks/wavs/20973/20973_1_2.wav,They reviewed *ancient* laws <pause> and *decrees*.,Ancient refers only to laws. (narrow scope),Revisaron antiguas leyes y decretos.,data/prosodic_breaks/wavs/20973/20973_2_0.wav
644,The museum features ancient tools and weapons.,Prosodic Breaks,Modifier Scope,Historical Writing,20974,2,The museum features *ancient* tools and weapons.,Ancient refers to both tools and weapons. (broad scope),El museo exhibe herramientas y armas antiguas.,data/prosodic_breaks/wavs/20974/20974_1_0.wav,The museum features *ancient* tools <pause> and *weapons*.,Ancient refers only to tools. (narrow scope),El museo exhibe herramientas antiguas y armas.,data/prosodic_breaks/wavs/20974/20974_2_1.wav
645,They exhibited medieval garments and tapestries.,Prosodic Breaks,Modifier Scope,Historical Writing,20975,2,They exhibited *medieval* garments and tapestries.,Medieval refers to both garments and tapestries. (broad scope),Ellos exhibieron vestimentas y tapices medievales.,data/prosodic_breaks/wavs/20975/20975_1_3.wav,They exhibited *medieval* garments <pause> and *tapestries*.,Medieval refers only to garments. (narrow scope),Ellos exhibieron vestimentas medievales y tapices.,data/prosodic_breaks/wavs/20975/20975_2_5.wav
646,Researchers studied chronic conditions in elderly men and women.,Prosodic Breaks,Modifier Scope,Medical Writing,20979,2,Researchers studied *chronic* conditions in elderly men and women.,Chronic refers to conditions in both elderly men and women. (broad scope),Los investigadores estudiaron las condiciones crónicas en hombres y mujeres mayores.,data/prosodic_breaks/wavs/20979/20979_1_3.wav,Researchers studied *chronic* conditions in elderly men <pause> and *women*.,Chronic refers to conditions in elderly men only. (narrow scope),Los investigadores estudiaron las condiciones crónicas en los hombres mayores y las mujeres.,data/prosodic_breaks/wavs/20979/20979_2_5.wav
647,The treatment is beneficial for cancer patients and survivors.,Prosodic Breaks,Modifier Scope,Medical Writing,20980,2,The treatment is beneficial for *cancer* patients and survivors.,Cancer refers to both patients and survivors. (broad scope),El tratamiento es beneficioso para los pacientes y sobrevivientes de cáncer.,data/prosodic_breaks/wavs/20980/20980_1_4.wav,The treatment is beneficial for *cancer* patients <pause> and *survivors*.,Cancer refers only to patients. (narrow scope),El tratamiento es beneficioso para los pacientes de cáncer y para los sobrevivientes.,data/prosodic_breaks/wavs/20980/20980_2_2.wav
648,The guidelines are essential for overweight teenagers and adults.,Prosodic Breaks,Modifier Scope,Medical Writing,20982,2,The guidelines are essential for *overweight* teenagers and adults.,Overweight refers to both teenagers and adults. (broad scope),Las directrices son esenciales para adolescentes y adultos con sobrepeso.,data/prosodic_breaks/wavs/20982/20982_1_3.wav,The guidelines are essential for *overweight* teenagers <pause> and *adults*.,Overweight refers only to teenagers. (narrow scope),Las directrices son esenciales para adolescentes con sobrepeso y para adultos.,data/prosodic_breaks/wavs/20982/20982_2_2.wav
649,The side effects are concerning for allergic children and adults.,Prosodic Breaks,Modifier Scope,Medical Writing,20984,2,The side effects are concerning for *allergic* children and adults.,Allergic refers to both children and adults. (broad scope),Los efectos secundarios son preocupantes para los niños y adultos alérgicos.,data/prosodic_breaks/wavs/20984/20984_1_4.wav,The side effects are concerning for *allergic* children <pause> and *adults*.,Allergic refers only to children. (narrow scope),Los efectos secundarios son preocupantes para los niños alérgicos y los adultos.,data/prosodic_breaks/wavs/20984/20984_2_0.wav
650,The committee reviewed detailed reports and summaries.,Prosodic Breaks,Modifier Scope,Government Reports,20986,2,The committee reviewed *detailed* reports and summaries.,Detailed refers to both reports and summaries. (broad scope),La comisión revisó detallados informes y resúmenes,data/prosodic_breaks/wavs/20986/20986_1_5.wav,The committee reviewed *detailed* reports <pause> and *summaries*.,Detailed refers only to reports. (narrow scope),La comisión revisó informes detallados y resúmenes,data/prosodic_breaks/wavs/20986/20986_2_4.wav
651,The government issued critical updates and guidelines.,Prosodic Breaks,Modifier Scope,Government Reports,20987,2,The government issued *critical* updates and guidelines.,Critical refers to both updates and guidelines. (broad scope),El gobierno emitió actualizaciones y directrices vitales.,data/prosodic_breaks/wavs/20987/20987_1_0.wav,The government issued *critical* updates <pause> and *guidelines*.,Critical refers only to updates. (narrow scope),El gobierno emitió actualizaciones críticas y directrices.,data/prosodic_breaks/wavs/20987/20987_2_2.wav
652,They analyzed annual reports and findings.,Prosodic Breaks,Modifier Scope,Government Reports,20988,2,They analyzed *annual* reports and findings.,Annual refers to both reports and findings. (broad scope),Analizaron los informes y resultados anuales.,data/prosodic_breaks/wavs/20988/20988_1_1.wav,They analyzed *annual* reports <pause> and *findings*.,Annual refers only to reports. (narrow scope),Analizaron los informes anuales y los resultados.,data/prosodic_breaks/wavs/20988/20988_2_1.wav
653,The survey captured recent opinions and trends.,Prosodic Breaks,Modifier Scope,Government Reports,20989,2,The survey captured *recent* opinions and trends.,Recent refers to both opinions and trends. (broad scope),La encuesta capturó opiniones y tendencias recientes.,data/prosodic_breaks/wavs/20989/20989_1_3.wav,The survey captured *recent* opinions <pause> and *trends*.,Recent refers only to opinions. (narrow scope),La encuesta capturó opiniones recientes y tendencias.,data/prosodic_breaks/wavs/20989/20989_2_2.wav
654,The budget includes new initiatives and programs.,Prosodic Breaks,Modifier Scope,Government Reports,20990,2,The budget includes *new* initiatives and programs.,New refers to both initiatives and programs. (broad scope),El presupuesto incluye nuevas iniciativas y programas nuevos.,data/prosodic_breaks/wavs/20990/20990_1_1.wav,The budget includes *new* initiatives <pause> and *programs*.,New refers only to initiatives. (narrow scope),El presupuesto incluye nuevas iniciativas y programas.,data/prosodic_breaks/wavs/20990/20990_2_4.wav
655,The agenda covered important projects and policies.,Prosodic Breaks,Modifier Scope,Government Reports,20994,1,The agenda covered *important* projects and policies.,Important refers to both projects and policies. (broad scope),La agenda cubrió importantes proyectos y políticas.,data/prosodic_breaks/wavs/20994/20994_1_1.wav,The agenda covered *important* projects <pause> and *policies*.,Important refers only to projects. (narrow scope),La agenda cubrió proyectos importantes y políticas.,data/prosodic_breaks/wavs/20994/20994_2_4.wav
656,Clean the old screens and lenses.,Prosodic Breaks,Modifier Scope,User Manuals,20999,2,Clean the *old* screens and lenses.,Old refers to both screens and lenses. (broad scope),Limpiar las pantallas y lentes viejos,data/prosodic_breaks/wavs/20999/20999_1_1.wav,Clean the *old* screens <pause> and *lenses*.,Old refers only to screens. (narrow scope),Limpiar las pantallas viejas y los lentes,data/prosodic_breaks/wavs/20999/20999_2_2.wav
657,Install new drivers and updates.,Prosodic Breaks,Modifier Scope,User Manuals,21000,2,Install *new* drivers and updates.,New refers to both drivers and updates. (broad scope),Instalar nuevos controladores y nuevas actualizaciones,data/prosodic_breaks/wavs/21000/21000_1_0.wav,Install *new* drivers <pause> and *updates*.,New refers only to drivers. (narrow scope),Instalar nuevos controladores y actualizaciones,data/prosodic_breaks/wavs/21000/21000_2_2.wav
658,Replace the broken connectors and ports.,Prosodic Breaks,Modifier Scope,User Manuals,21001,2,Replace the *broken* connectors and ports.,Broken refers to both connectors and ports. (broad scope),Reemplaza los conectores y puertos rotos.,data/prosodic_breaks/wavs/21001/21001_1_2.wav,Replace the *broken* connectors <pause> and *ports*.,Broken refers only to connectors. (narrow scope),Reemplaza los conectores rotos y los puertos.,data/prosodic_breaks/wavs/21001/21001_2_1.wav
659,Inspect the rusty bolts and screws.,Prosodic Breaks,Modifier Scope,User Manuals,21002,1,Inspect the *rusty* bolts and screws.,Rusty refers to both bolts and screws. (broad scope),Inspecciona los tornillos y pernos oxidados.,data/prosodic_breaks/wavs/21002/21002_1_2.wav,Inspect the *rusty* bolts <pause> and *screws*.,Rusty refers only to bolts. (narrow scope),Inspecciona los pernos oxidados y los tornillos.,data/prosodic_breaks/wavs/21002/21002_2_0.wav
661,We provide affordable products and accessories.,Prosodic Breaks,Modifier Scope,Marketing Copy,21007,2,We provide *affordable* products and accessories.,Affordable refers to both products and accessories. (broad scope),Ofrecemos productos y accesorios asequibles,data/prosodic_breaks/wavs/21007/21007_1_4.wav,We provide *affordable* products <pause> and *accessories*.,Affordable refers only to products. (narrow scope),Ofrecemos productos asequibles y accesorios,data/prosodic_breaks/wavs/21007/21007_2_3.wav
662,We offer customized packages and plans.,Prosodic Breaks,Modifier Scope,Marketing Copy,21010,2,We offer *customized* packages and plans.,Customized refers to both packages and plans. (broad scope),Ofrecemos paquetes y planes personalizados.,data/prosodic_breaks/wavs/21010/21010_1_1.wav,We offer *customized* packages <pause> and *plans*.,Customized refers only to packages. (narrow scope),Ofrecemos paquetes personalizados y planes.,data/prosodic_breaks/wavs/21010/21010_2_2.wav
663,They presented updated features and options.,Prosodic Breaks,Modifier Scope,Marketing Copy,21011,2,They presented *updated* features and options.,Updated refers to both features and options. (broad scope),Presentaron características y opciones actualizadas.,data/prosodic_breaks/wavs/21011/21011_1_1.wav,They presented *updated* features <pause> and *options*.,Updated refers only to features. (narrow scope),Presentaron características actualizadas y opciones.,data/prosodic_breaks/wavs/21011/21011_2_2.wav
664,We provide innovative strategies and tools.,Prosodic Breaks,Modifier Scope,Marketing Copy,21012,1,We provide *innovative* strategies and tools.,Innovative refers to both strategies and tools. (broad scope),Proveemos estrategias y herramientas innovadoras.,data/prosodic_breaks/wavs/21012/21012_1_3.wav,We provide *innovative* strategies <pause> and *tools*.,Innovative refers only to strategies. (narrow scope),Proveemos estrategias innovadoras y herramientas.,data/prosodic_breaks/wavs/21012/21012_2_2.wav
665,Our store stocks organic fruits and vegetables.,Prosodic Breaks,Modifier Scope,Marketing Copy,21015,2,Our store stocks *organic* fruits and vegetables.,Organic refers to both fruits and vegetables. (broad scope),Nuestra tienda tiene en stock frutas y verduras orgánicas.,data/prosodic_breaks/wavs/21015/21015_1_2.wav,Our store stocks *organic* fruits <pause> and *vegetables*.,Organic refers only to fruits. (narrow scope),Nuestra tienda tiene en stock frutas ecológicas y verduras.,data/prosodic_breaks/wavs/21015/21015_2_2.wav
666,The journalist interviewed experienced editors and reporters.,Prosodic Breaks,Modifier Scope,News Reporting,21016,2,The journalist interviewed *experienced* editors and reporters.,Experienced refers to both editors and reporters. (broad scope),La periodista entrevistó a editores y reporteros con experiencia.,data/prosodic_breaks/wavs/21016/21016_1_3.wav,The journalist interviewed *experienced* editors <pause> and *reporters*.,Experienced refers only to editors. (narrow scope),"La periodista entrevistó a editores con experiencia, y a reporteros.",data/prosodic_breaks/wavs/21016/21016_2_3.wav
667,The documentary featured insights from seasoned directors and producers.,Prosodic Breaks,Modifier Scope,News Reporting,21022,2,The documentary featured insights from *seasoned* directors and producers.,Seasoned refers to both directors and producers. (broad scope),El documental presentó ideas de directores y productores experimentados.,data/prosodic_breaks/wavs/21022/21022_1_3.wav,The documentary featured insights from *seasoned* directors <pause> and *producers*.,Seasoned refers only to directors. (narrow scope),El documental presentó ideas de directores experimentados y de productores.,data/prosodic_breaks/wavs/21022/21022_2_2.wav
668,He attended meetings with high-ranking generals and diplomats.,Prosodic Breaks,Modifier Scope,News Reporting,21023,2,He attended meetings with *high-ranking* generals and diplomats.,High-ranking refers to both generals and diplomats. (broad scope),He asistió a reuniones con generales y diplomáticos de alto rango.,data/prosodic_breaks/wavs/21023/21023_1_5.wav,He attended meetings with *high-ranking* generals <pause> and *diplomats*.,High-ranking refers only to generals. (narrow scope),He asistió a reuniones con generales de alto rango y con diplomáticos.,data/prosodic_breaks/wavs/21023/21023_2_5.wav
669,The project was praised by influential critics and viewers.,Prosodic Breaks,Modifier Scope,News Reporting,21025,2,The project was praised by *influential* critics and viewers.,Influential refers to both critics and viewers. (broad scope),El proyecto fue alabado por críticos y espectadores influyentes,data/prosodic_breaks/wavs/21025/21025_1_0.wav,The project was praised by *influential* critics <pause> and *viewers*.,Influential refers only to critics. (narrow scope),El proyecto fue alabado por críticos influyentes y por espectadores,data/prosodic_breaks/wavs/21025/21025_2_0.wav
671,The director appreciate dedicated actors and crew members.,Prosodic Breaks,Modifier Scope,Speech Writing,21031,1,The director appreciate *dedicated* actors and crew members.,Dedicated refers to both actors and crew members. (broad scope),El director aprecia a los actores y miembros del equipo dedicados.,data/prosodic_breaks/wavs/21031/21031_1_4.wav,The director appreciate *dedicated* actors <pause> and *crew MEMBERS*.,Dedicated refers only to actors. (narrow scope),El director aprecia a los actores dedicados y a los miembros del equipo.,data/prosodic_breaks/wavs/21031/21031_2_2.wav
672,The organizer gathered influential leaders and speakers.,Prosodic Breaks,Modifier Scope,Speech Writing,21033,2,The organizer gathered *influential* leaders and speakers.,Influential refers to both leaders and speakers. (broad scope),El organizador reunió a influyentes líderes y oradores.,data/prosodic_breaks/wavs/21033/21033_1_5.wav,The organizer gathered *influential* leaders <pause> and *speakers*.,Influential refers only to leaders. (narrow scope),El organizador reunió a líderes influyentes y a oradores.,data/prosodic_breaks/wavs/21033/21033_2_1.wav
673,The journalist interviewed prominent politicians and activists.,Prosodic Breaks,Modifier Scope,Speech Writing,21034,2,The journalist interviewed *prominent* politicians and activists.,Prominent refers to both politicians and activists. (broad scope),La periodista entrevistó a destacados políticos y activistas.,data/prosodic_breaks/wavs/21034/21034_1_3.wav,The journalist interviewed *prominent* politicians <pause> and *activists*.,Prominent refers only to politicians. (narrow scope),La periodista entrevistó a políticos destacados y a activistas.,data/prosodic_breaks/wavs/21034/21034_2_3.wav
674,The festival featured talented musicians and artists.,Prosodic Breaks,Modifier Scope,Speech Writing,21035,1,The festival featured *talented* musicians and artists.,Talented refers to both musicians and artists. (broad scope),El festival contó con músicos y artistas muy talentosos.,data/prosodic_breaks/wavs/21035/21035_1_0.wav,The festival featured *talented* musicians <pause> and *artists*.,Talented refers only to musicians. (narrow scope),El festival contó con músicos talentosos y artistas.,data/prosodic_breaks/wavs/21035/21035_2_3.wav
675,She loves colorful dresses and scarves.,Prosodic Breaks,Modifier Scope,Product Descriptions,21037,2,She loves *colorful* dresses and scarves.,Colorful refers to both dresses and scarves. (broad scope),Ella ama los vestidos y pañuelos coloridos.,data/prosodic_breaks/wavs/21037/21037_1_0.wav,She loves *colorful* dresses <pause> and *scarves*.,Colorful refers only to dresses. (narrow scope),Ella ama los vestidos coloridos y los pañuelos.,data/prosodic_breaks/wavs/21037/21037_2_3.wav
676,You need clean towels and sheets.,Prosodic Breaks,Modifier Scope,Product Descriptions,21039,2,You need *clean* towels and sheets.,Clean refers to both towels and sheets. (broad scope),Necesitas toallas limpias y sábanas limpias.,data/prosodic_breaks/wavs/21039/21039_1_2.wav,You need *clean* towels <pause> and *sheets*.,Clean refers only to towels. (narrow scope),Necesitas toallas limpias y sábanas.,data/prosodic_breaks/wavs/21039/21039_2_3.wav
677,She designs modern chairs and tables.,Prosodic Breaks,Modifier Scope,Product Descriptions,21041,2,She designs *modern* chairs and tables.,Modern refers to both chairs and tables. (broad scope),Ella diseña sillas y mesas modernas.,data/prosodic_breaks/wavs/21041/21041_1_0.wav,She designs *modern* chairs <pause> and *tables*.,Modern refers only to chairs. (narrow scope),Ella diseña sillas modernas y mesas.,data/prosodic_breaks/wavs/21041/21041_2_2.wav
678,They offer organic fruits and vegetables.,Prosodic Breaks,Modifier Scope,Product Descriptions,21042,2,They offer *organic* fruits and vegetables.,Organic refers to both fruits and vegetables. (broad scope),Ofrecen frutas y verduras orgánicas.,data/prosodic_breaks/wavs/21042/21042_1_5.wav,They offer *organic* fruits <pause> and *vegetables*.,Organic refers only to fruits. (narrow scope),Ofrecen frutas ecológicas y verduras.,data/prosodic_breaks/wavs/21042/21042_2_3.wav
679,We need reliable printers and scanners.,Prosodic Breaks,Modifier Scope,Product Descriptions,21043,2,We need *reliable* printers and scanners.,Reliable refers to both printers and scanners. (broad scope),Necesitamos impresoras y escáneres fiables.,data/prosodic_breaks/wavs/21043/21043_1_1.wav,We need *reliable* printers <pause> and *scanners*.,Reliable refers only to printers. (narrow scope),Necesitamos impresoras fiables y escáneres.,data/prosodic_breaks/wavs/21043/21043_2_2.wav
680,I enjoy historical novels and movies.,Prosodic Breaks,Modifier Scope,Product Descriptions,21044,2,I enjoy *historical* novels and movies.,Historical refers to both novels and movies. (broad scope),Disfruto las novelas y películas históricas.,data/prosodic_breaks/wavs/21044/21044_1_3.wav,I enjoy *historical* novels <pause> and *movies*.,Historical refers only to novels. (narrow scope),Disfruto las novelas históricas y las películas.,data/prosodic_breaks/wavs/21044/21044_2_4.wav
681,This shop sells vintage shoes and hats.,Prosodic Breaks,Modifier Scope,Product Descriptions,21045,2,This shop sells *vintage* shoes and hats.,Vintage refers to both shoes and hats. (broad scope),Esta tienda vende zapatos y sombreros vintage.,data/prosodic_breaks/wavs/21045/21045_1_4.wav,This shop sells *vintage* shoes <pause> and *hats*.,Vintage refers only to shoes. (narrow scope),Esta tienda vende zapatos vintage y sombreros.,data/prosodic_breaks/wavs/21045/21045_2_2.wav
682,Delivery takes five to seven days,Intonation,,Customer Service,50001,1,Delivery takes five to seven days.,Informing the customer of the delivery timeframe.,La entrega tarda de cinco a siete días.,data/intonation/wavs/50001/50001_1_4.wav,Delivery takes five to seven days?,Asking for confirmation about the delivery timeframe.,¿La entrega tarda de cinco a siete días?,data/intonation/wavs/50001/50001_2_4.wav
683,You need the receipt for a refund,Intonation,,Customer Service,50002,2,You need the receipt for a refund.,Stating the policy regarding refunds.,Necesitas el recibo para un reembolso.,data/intonation/wavs/50002/50002_1_0.wav,You need the receipt for a refund?,Confirming if the receipt is required for a refund.,¿Necesitas el recibo para un reembolso?,data/intonation/wavs/50002/50002_2_4.wav
684,Your order will ship tomorrow,Intonation,,Customer Service,50006,1,Your order will ship tomorrow.,Providing information about the shipping date.,Tu pedido se enviará mañana.,data/intonation/wavs/50006/50006_1_0.wav,Your order will ship tomorrow?,Asking for confirmation about the shipping date.,¿Tu pedido se enviará mañana?,data/intonation/wavs/50006/50006_2_4.wav
685,You can pay with a credit card,Intonation,,Customer Service,50007,2,You can pay with a credit card.,Informing about the accepted payment methods.,Puedes pagar con tarjeta de crédito.,data/intonation/wavs/50007/50007_1_0.wav,You can pay with a credit card?,Confirming if paying with a credit card is acceptable.,¿Puedes pagar con tarjeta de crédito?,data/intonation/wavs/50007/50007_2_0.wav
686,The product comes with a user manual,Intonation,,Customer Service,50013,1,The product comes with a user manual.,Informing the customer that the product includes a user manual.,El producto viene con un manual de usuario.,data/intonation/wavs/50013/50013_1_1.wav,The product comes with a user manual?,Asking if the product includes a user manual.,¿El producto viene con un manual de usuario?,data/intonation/wavs/50013/50013_2_4.wav
687,The sale starts tomorrow,Intonation,,Customer Service,50014,1,The sale starts tomorrow.,Informing about the start date of the sale.,La venta empieza mañana.,data/intonation/wavs/50014/50014_1_0.wav,The sale starts tomorrow?,Asking for confirmation about the sale's start date.,¿La venta empieza mañana?,data/intonation/wavs/50014/50014_2_4.wav
688,You need to finish the report,Intonation,,Workplace Communication,50015,2,You *NEED* to finish the report.,Firmly telling someone to complete the task.,Necesitas terminar el informe.,data/intonation/wavs/50015/50015_1_1.wav,You _need_ to finish the report?,Checking if someone is aware that they need to complete the task.,¿Necesitas terminar el informe?,data/intonation/wavs/50015/50015_2_4.wav
689,The meeting is at three,Intonation,,Workplace Communication,50016,1,The meeting *IS* at three.,Stating the time of the meeting.,La reunión es a las tres.,data/intonation/wavs/50016/50016_1_1.wav,The meeting _is_ at three?,Questioning or confirming the time of the meeting.,¿La reunión es a las tres?,data/intonation/wavs/50016/50016_2_3.wav
690,She will present tomorrow,Intonation,,Workplace Communication,50017,1,*SHE* will present tomorrow.,Informing that she is scheduled to present.,Ella presentará mañana.,data/intonation/wavs/50017/50017_1_0.wav,_she_ will present tomorrow?,Asking for confirmation if she is the one presenting.,¿Ella presentará mañana?,data/intonation/wavs/50017/50017_2_4.wav
691,We need more supplies,Intonation,,Workplace Communication,50018,2,We *NEED* more supplies.,Stating the necessity for additional supplies.,Necesitamos más suministros.,data/intonation/wavs/50018/50018_1_4.wav,We _need_ more supplies?,Asking if more supplies are required.,¿Necesitamos más suministros?,data/intonation/wavs/50018/50018_2_4.wav
692,We can use the new software,Intonation,,Workplace Communication,50020,2,We *CAN* use the new software.,Stating the possibility of using the new software.,Podemos usar el nuevo software.,data/intonation/wavs/50020/50020_1_4.wav,We _can_ use the new software?,Asking if it is permissible to use the new software.,¿Podemos usar el nuevo software?,data/intonation/wavs/50020/50020_2_4.wav
693,The deadline is tomorrow,Intonation,,Workplace Communication,50021,2,The *DEADLINE* is tomorrow.,Informing that the due date is the next day.,La fecha límite es mañana.,data/intonation/wavs/50021/50021_1_0.wav,The _deadline_ is tomorrow?,Clarifying or double-checking the due date.,¿La fecha límite es mañana?,data/intonation/wavs/50021/50021_2_5.wav
694,The project is on track,Intonation,,Workplace Communication,50024,1,The project is *ON* track.,Stating that the project is progressing as planned.,El proyecto está en marcha.,data/intonation/wavs/50024/50024_1_0.wav,The project is _on_ track?,Asking for confirmation about the project's progress.,¿El proyecto está en marcha?,data/intonation/wavs/50024/50024_2_4.wav
695,The printer is out of paper,Intonation,,Workplace Communication,50027,2,The printer is *OUT* of paper.,Informing that the printer has no paper.,La impresora se quedó sin papel.,data/intonation/wavs/50027/50027_1_1.wav,The printer is _out_ of paper?,Asking for confirmation about the printer's paper status.,¿La impresora se quedó sin papel?,data/intonation/wavs/50027/50027_2_4.wav
696,We are working on the revision,Intonation,,Workplace Communication,50029,1,We *ARE* working on the revision.,Stating that the revision is currently in progress.,Estamos trabajando en la revisión.,data/intonation/wavs/50029/50029_1_1.wav,We _are_ working on the revision?,Checking if the revision is being worked on.,¿Estamos trabajando en la revisión?,data/intonation/wavs/50029/50029_2_4.wav
697,She finished her homework,Intonation,,Teaching/Education,50030,1,She *FINISHED* her homework.,Stating that she completed her homework.,Ella terminó su tarea.,data/intonation/wavs/50030/50030_1_4.wav,She _finished_ her homework?,Questioning whether she actually completed her homework.,¿Terminó ella su tarea?,data/intonation/wavs/50030/50030_2_4.wav
698,He is ready for the presentation,Intonation,,Teaching/Education,50032,2,He is *READY* for the presentation.,Assuring that he is prepared for the presentation.,Él está listo para la presentación.,data/intonation/wavs/50032/50032_1_1.wav,He is _ready_ for the presentation?,Questioning whether he is prepared for the presentation.,¿Está él listo para la presentación?,data/intonation/wavs/50032/50032_2_4.wav
699,You understand the concept,Intonation,,Teaching/Education,50033,2,You *UNDERSTAND* the concept.,Affirming that the listener comprehends the concept.,Tú comprendes el concepto.,data/intonation/wavs/50033/50033_1_4.wav,You _understand_ the concept?,Seeking confirmation if the listener comprehends the concept.,¿Tú comprendes el concepto?,data/intonation/wavs/50033/50033_2_4.wav
700,The lesson is over,Intonation,,Teaching/Education,50034,2,The *LESSON* is over.,Informing that the lesson has concluded.,La lección ha terminado.,data/intonation/wavs/50034/50034_1_4.wav,The _lesson_ is over?,Questioning whether the lesson has concluded.,¿La lección ha terminado?,data/intonation/wavs/50034/50034_2_4.wav
701,She is the valedictorian,Intonation,,Teaching/Education,50036,2,She *IS* the valedictorian.,Stating that she holds the title of valedictorian.,Ella es la valedictorian.,data/intonation/wavs/50036/50036_1_4.wav,She _is_ the valedictorian?,Questioning whether she holds the title of valedictorian.,¿Ella es la valedictorian?,data/intonation/wavs/50036/50036_2_4.wav
702,You passed the exam,Intonation,,Teaching/Education,50038,2,You *PASSED* the exam.,Confirming that the person successfully completed the exam.,Aprobaste el examen.,data/intonation/wavs/50038/50038_1_1.wav,You _passed_ the exam?,Questioning if the person successfully completed the exam.,¿Aprobaste el examen?,data/intonation/wavs/50038/50038_2_4.wav
703,The students need more practice,Intonation,,Teaching/Education,50041,1,The *STUDENTS* need more practice.,Stating that the students require additional practice.,Los estudiantes necesitan más práctica.,data/intonation/wavs/50041/50041_1_4.wav,The _students_ need more practice?,Questioning if the students require additional practice.,¿Los estudiantes necesitan más práctica?,data/intonation/wavs/50041/50041_2_0.wav
704,He is the new principal,Intonation,,Teaching/Education,50042,2,He is the *NEW* principal.,Informing someone that he is the new principal of the school.,Él es el nuevo director.,data/intonation/wavs/50042/50042_1_4.wav,He is the _new_ principal?,Questioning if he is the new principal of the school.,Él es el nuevo director?,data/intonation/wavs/50042/50042_2_4.wav
705,You picked up the toys,Intonation,,Parenting,50045,2,You *PICKED* up the toys.,Praising the action of picking up the toys.,Recogiste los juguetes.,data/intonation/wavs/50045/50045_1_1.wav,You _picked_ up the toys?,Asking for confirmation if the toys were picked up.,¿Recogiste los juguetes?,data/intonation/wavs/50045/50045_2_3.wav
706,She is ready for bed,Intonation,,Parenting,50046,2,She *IS* ready for bed.,Stating that she is ready to go to bed.,Ella está lista para ir a la cama.,data/intonation/wavs/50046/50046_1_3.wav,She _is_ ready for bed?,Questioning if she is actually ready for bed.,¿Ella está lista para ir a la cama?,data/intonation/wavs/50046/50046_2_0.wav
707,You washed your hands,Intonation,,Parenting,50047,2,You *WASHED* your hands.,Acknowledging or confirming the action of washing hands.,Te lavaste las manos.,data/intonation/wavs/50047/50047_1_4.wav,You _washed_ your hands?,Questioning if the hands were actually washed.,¿Te lavaste las manos?,data/intonation/wavs/50047/50047_2_0.wav
708,He finished his homework,Intonation,,Parenting,50048,2,He *FINISHED* his homework.,Confirming that the homework is complete.,Él terminó su tarea.,data/intonation/wavs/50048/50048_1_4.wav,He _finished_ his homework?,Asking for confirmation if the homework is finished.,¿Él terminó su tarea?,data/intonation/wavs/50048/50048_2_4.wav
709,We are going to the park,Intonation,,Parenting,50049,2,We *ARE* going to the park.,Stating the plan to go to the park.,Vamos al parque.,data/intonation/wavs/50049/50049_1_3.wav,We _are_ going to the park?,Questioning if going to the park is really happening.,¿Vamos al parque?,data/intonation/wavs/50049/50049_2_4.wav
